"corpus","gaeilge2"
"subcorpus","-"
"cravat",5,0.14553
"Muíneacháin",5,0.14553
"creachóirí",5,0.14553
"Mychal",5,0.14553
"Mutant",5,0.14553
"Chaitlíona",5,0.14553
"BhI",5,0.14553
"Beáltaine",5,0.14553
"Ard-Diúic",5,0.14553
"Archiva",5,0.14553
"Albany",5,0.14553
"creatalach",5,0.14553
"creamha",5,0.14553
"creididh",5,0.14553
"creidiúnas",5,0.14553
"creidiúnt",5,0.14553
"Mághnus",5,0.14553
"Máchain",5,0.14553
"Mythology",5,0.14553
"creme",5,0.14553
"creistiúint",5,0.14553
"crinlín",5,0.14553
"criosma",5,0.14553
"crimes",5,0.14553
"Máiri",5,0.14553
"Estáit",5,0.14553
"cripes",5,0.14553
"crocodile",5,0.14553
"Mánuis",5,0.14553
"Champions",5,0.14553
"croimbéal",5,0.14553
"croidheamhail",5,0.14553
"croidhe-dhílis",5,0.14553
"croissants",5,0.14553
"croinín",5,0.14553
"Mát",5,0.14553
"crop",5,0.14553
"Champollion",5,0.14553
"Champer",5,0.14553
"Chaltha",5,0.14553
"crossing",5,0.14553
"Míodhcháin",5,0.14553
"Míocá",5,0.14553
"cruatán",5,0.14553
"cruastóir",5,0.14553
"cruagálaí",5,0.14553
"Mórleabhair",5,0.14553
"cruinneán",5,0.14553
"Mórfhile",5,0.14553
"Móraigh",5,0.14553
"Eurodoc",5,0.14553
"cruthaitheachta",5,0.14553
"cruthacht",5,0.14553
"crácamus",5,0.14553
"crácamas",5,0.14553
"Múinfeadsa",5,0.14553
"créamatóiriam",5,0.14553
"críne",5,0.14553
"críbhneoirí",5,0.14553
"críochaí",5,0.14553
"Nadejda",5,0.14553
"Nacht",5,0.14553
"NY",5,0.14553
"Eventually",5,0.14553
"Evaluation",5,0.14553
"Chancellor",5,0.14553
"Bhabha",5,0.14553
"cróineolaíochta",5,0.14553
"crístín",5,0.14553
"crólinn",5,0.14553
"cróinéar",5,0.14553
"críost",5,0.14553
"crúd",5,0.14553
"Nallen",5,0.14553
"Najaf",5,0.14553
"cuairteoiri",5,0.14553
"Chapitol",5,0.14553
"Chaos",5,0.14553
"Chaoláire",5,0.14553
"cuibhe",5,0.14553
"cuideanna",5,0.14553
"Exiles",5,0.14553
"Excavations",5,0.14553
"cuilce",5,0.14553
"cuigi",5,0.14553
"cuigear",5,0.14553
"cuideigin",5,0.14553
"cuilith",5,0.14553
"cuimhneod",5,0.14553
"cuimhn",5,0.14553
"Nasclitir",5,0.14553
"Charges",5,0.14553
"Bhall-stát",5,0.14553
"Bhalfour",5,0.14553
"cuimsitheoirí",5,0.14553
"cuimilteoirí",5,0.14553
"cuinneach",5,0.14553
"Nasser",5,0.14553
"Natalya",5,0.14553
"Eyeries",5,0.14553
"cult",5,0.14553
"culottes",5,0.14553
"Ezzoud",5,0.14553
"cultivation",5,0.14553
"cumailt",5,0.14553
"Naí-ionad",5,0.14553
"Charlotta",5,0.14553
"Charlene",5,0.14553
"cumh-",5,0.14553
"cumarsáíde",5,0.14553
"cumar-sáide",5,0.14553
"cumhraigh",5,0.14553
"Neacail",5,0.14553
"Fab",5,0.14553
"cupóige",5,0.14553
"cur-amach",5,0.14553
"Neck",5,0.14553
"Fabraice",5,0.14553
"Charvis",5,0.14553
"Chartier",5,0.14553
"Chartered",5,0.14553
"Ard-Rúnaíocht",5,0.14553
"Alderman",5,0.14553
"Afraiceacha",5,0.14553
"cur-síos",5,0.14553
"curia",5,0.14553
"Neighill",5,0.14553
"Neighbourhood",5,0.14553
"Negru",5,0.14553
"customers",5,0.14553
"Neills",5,0.14553
"Neipeál",5,0.14553
"Factor",5,0.14553
"Chasaibh",5,0.14553
"cáidh",5,0.14553
"Neosad",5,0.14553
"Neomat",5,0.14553
"cáithleach",5,0.14553
"Nervosa",5,0.14553
"Nenagh",5,0.14553
"Ness",5,0.14553
"cásamh",5,0.14553
"Neutron",5,0.14553
"Neuf",5,0.14553
"Netware",5,0.14553
"Fairies",5,0.14553
"Fainge",5,0.14553
"Bhascacha",5,0.14553
"céadtha",5,0.14553
"céadtadán",5,0.14553
"céarbh",5,0.14553
"céanán",5,0.14553
"céadraí",5,0.14553
"céileoige",5,0.14553
"Newgrange",5,0.14553
"Faisiún",5,0.14553
"céislínteas",5,0.14553
"céislín",5,0.14553
"Fal",5,0.14553
"cídir",5,0.14553
"Newsnight",5,0.14553
"Falcarragh",5,0.14553
"Faitchíos",5,0.14553
"Fairplay",5,0.14553
"Falun",5,0.14553
"Cheannanais",5,0.14553
"cóilíneachas",5,0.14553
"cóiréagrafaíocht",5,0.14553
"Niels",5,0.14553
"Nicea",5,0.14553
"Bheachánaigh",5,0.14553
"Bhastille",5,0.14553
"Bhanríon-",5,0.14553
"cónascaire",5,0.14553
"córagrafaithe",5,0.14553
"Nikolai",5,0.14553
"córasaí",5,0.14553
"córaide",5,0.14553
"Nikki",5,0.14553
"Fanaíg",5,0.14553
"cóír",5,0.14553
"cúidi",5,0.14553
"Niocal",5,0.14553
"cúigleáil",5,0.14553
"Nirex",5,0.14553
"Ninja",5,0.14553
"Chearnóig",5,0.14553
"Niul",5,0.14553
"Nissen",5,0.14553
"Nodanna",5,0.14553
"Nobby",5,0.14553
"Faraher",5,0.14553
"cúlsruth",5,0.14553
"Noir",5,0.14553
"cúngas",5,0.14553
"Noddy",5,0.14553
"Cheathrúin",5,0.14553
"Cheard",5,0.14553
"cúrám",5,0.14553
"d-tugsad",5,0.14553
"cúthaileadas",5,0.14553
"Noone",5,0.14553
"daighsíní",5,0.14553
"daibhís",5,0.14553
"daingniúchán",5,0.14553
"daithi-seanad",5,0.14553
"daingneáin",5,0.14553
"Norrbotten",5,0.14553
"Faróigh",5,0.14553
"dallógaí",5,0.14553
"Northwest",5,0.14553
"damhgar",5,0.14553
"Notebook",5,0.14553
"Faulkes",5,0.14553
"danmhairgise",5,0.14553
"danardha",5,0.14553
"Nowlan",5,0.14553
"Cheryl",5,0.14553
"Bheaufort",5,0.14553
"Bhearbha",5,0.14553
"Alesi",5,0.14553
"Aleksandr",5,0.14553
"Accountants",5,0.14553
"Acarsaid",5,0.14553
"daonnúlacht",5,0.14553
"Nuachumtha",5,0.14553
"darts",5,0.14553
"dates",5,0.14553
"Nuadhnáin",5,0.14553
"Feabhal",5,0.14553
"Fayed",5,0.14553
"dea-aithneach",5,0.14553
"dbhealaí",5,0.14553
"dathannacht",5,0.14553
"dea-phaidir",5,0.14553
"Nulty",5,0.14553
"deacar",5,0.14553
"Nuit",5,0.14553
"Nuascríofa",5,0.14553
"Chesterfield",5,0.14553
"deachmhadh",5,0.14553
"deachtafón",5,0.14553
"Nut",5,0.14553
"Nuálaíocht",5,0.14553
"Feardhia",5,0.14553
"Fearga",5,0.14553
"Fearfeasa",5,0.14553
"Chevrolet",5,0.14553
"dealgan",5,0.14553
"deals",5,0.14553
"Néanáin",5,0.14553
"Néacrásov",5,0.14553
"Nídh",5,0.14553
"Néilí",5,0.14553
"Fearghusa",5,0.14553
"Bheilbigh",5,0.14553
"Bheethoven",5,0.14553
"dearthárachaí",5,0.14553
"deascaibh",5,0.14553
"dearthóireachta",5,0.14553
"deascaidh",5,0.14553
"OC",5,0.14553
"Nílmid",5,0.14553
"deceased",5,0.14553
"decides",5,0.14553
"decades",5,0.14553
"deeds",5,0.14553
"Chiarraighe",5,0.14553
"Chiarain",5,0.14553
"deifnideach",5,0.14553
"deichnúir",5,0.14553
"Obviously",5,0.14553
"Octavian",5,0.14553
"deilg",5,0.14553
"deiltiriam",5,0.14553
"Octavio",5,0.14553
"Oceanside",5,0.14553
"Fees",5,0.14553
"deinid",5,0.14553
"deireannaigh",5,0.14553
"deireaneach",5,0.14553
"deirfiúrachaí",5,0.14553
"Oerol",5,0.14553
"Bheitheá",5,0.14553
"Bheirnigh",5,0.14553
"Bheirimsa",5,0.14553
"Ardrossan",5,0.14553
"deisi",5,0.14553
"deirme",5,0.14553
"deismireán",5,0.14553
"Ogygia",5,0.14553
"Ogoni",5,0.14553
"denial",5,0.14553
"democracies",5,0.14553
"deoidh",5,0.14553
"Oidhreacha",5,0.14553
"Feirtse",5,0.14553
"deoiríní",5,0.14553
"deontasaí",5,0.14553
"deontaschúnta",5,0.14553
"Oilealla",5,0.14553
"Oileain",5,0.14553
"Feldkirch",5,0.14553
"Chilli",5,0.14553
"Chili",5,0.14553
"deserves",5,0.14553
"descendants",5,0.14553
"determine",5,0.14553
"detectives",5,0.14553
"despair",5,0.14553
"deposit",5,0.14553
"device",5,0.14553
"Oispíse",5,0.14553
"devise",5,0.14553
"Fencibles",5,0.14553
"deárthaimh",5,0.14553
"dfhonn",5,0.14553
"Ola-",5,0.14553
"dhaltha",5,0.14553
"dhaingniúchán",5,0.14553
"Okocha",5,0.14553
"Chinook",5,0.14553
"Chinon",5,0.14553
"Bhessie",5,0.14553
"dheacaire",5,0.14553
"dheaidí",5,0.14553
"dheachma",5,0.14553
"dheabhal",5,0.14553
"dhea-mhéineach",5,0.14553
"dheascabail",5,0.14553
"dhearnacha",5,0.14553
"Oleg",5,0.14553
"dheil",5,0.14553
"dheighleoga",5,0.14553
"dheirféara",5,0.14553
"Ollthoghcháin",5,0.14553
"dheisce",5,0.14553
"Ollphub",5,0.14553
"Feorainne",5,0.14553
"dhiaidhsa",5,0.14553
"dhiagnóisi",5,0.14553
"dhiomdha",5,0.14553
"Omós",5,0.14553
"Ombudsmen",5,0.14553
"Ferrer",5,0.14553
"Fernhill",5,0.14553
"dhomhand",5,0.14553
"dhonnrua",5,0.14553
"Oostende",5,0.14553
"Oort",5,0.14553
"dhreasachtaí",5,0.14553
"dhorus",5,0.14553
"Oonagh",5,0.14553
"dhroch-Ghaeilge",5,0.14553
"dhriseachaí",5,0.14553
"dhreuchd",5,0.14553
"dhroing",5,0.14553
"dhrumadóireacht",5,0.14553
"dhronuilleogacha",5,0.14553
"Opportunity",5,0.14553
"Ophiuchus",5,0.14553
"Ooldea",5,0.14553
"Chlan",5,0.14553
"Chiúinigh",5,0.14553
"Bheithne",5,0.14553
"Alexei",5,0.14553
"dhuaidh",5,0.14553
"dhréacht-",5,0.14553
"Oran",5,0.14553
"Oracle",5,0.14553
"dhuibhlinneach",5,0.14553
"dhushlán",5,0.14553
"Orangemen",5,0.14553
"Ora",5,0.14553
"dháileoirí",5,0.14553
"dhuáin",5,0.14553
"dháth",5,0.14553
"Orbhraí",5,0.14553
"dhéanfaid",5,0.14553
"dhéanamah",5,0.14553
"Oransay",5,0.14553
"Fhaics",5,0.14553
"dhéantúsáin",5,0.14553
"dhéánamh",5,0.14553
"dhéantas",5,0.14553
"dhíghrád",5,0.14553
"dhíghradam",5,0.14553
"Orient",5,0.14553
"Orga",5,0.14553
"Ordinary",5,0.14553
"Festschrift",5,0.14553
"dhíphearsan",5,0.14553
"dhíospóidí",5,0.14553
"dhírbhreathn",5,0.14553
"Origins",5,0.14553
"dhúind",5,0.14553
"dhóthan",5,0.14553
"dhúisi",5,0.14553
"dhól",5,0.14553
"Fheargais",5,0.14553
"Orsay",5,0.14553
"diallaiteoir",5,0.14553
"dialactaic",5,0.14553
"Oscailteacht",5,0.14553
"Fheidhmithe",5,0.14553
"Bhirdie",5,0.14553
"Bhilly",5,0.14553
"dianscaoilteoirí",5,0.14553
"dicheall",5,0.14553
"diesel",5,0.14553
"Otamendi",5,0.14553
"Oswiecim",5,0.14553
"Osraíoch",5,0.14553
"difr",5,0.14553
"dignitatis",5,0.14553
"diglossia",5,0.14553
"dill",5,0.14553
"digs",5,0.14553
"digital",5,0.14553
"diffusée",5,0.14553
"dinar",5,0.14553
"dinc",5,0.14553
"diméin",5,0.14553
"diminsiún",5,0.14553
"Outhouse",5,0.14553
"Othello",5,0.14553
"Chláis",5,0.14553
"dinimicí",5,0.14553
"Overcome",5,0.14553
"diomdha",5,0.14553
"dioica",5,0.14553
"Oval",5,0.14553
"diospóireachtaí",5,0.14553
"directed",5,0.14553
"dioscán",5,0.14553
"disabled",5,0.14553
"disappointing",5,0.14553
"disciplined",5,0.14553
"PL",5,0.14553
"Fhionntaigh",5,0.14553
"Fhionnlaigh",5,0.14553
"Fhionnaithe",5,0.14553
"Bhits",5,0.14553
"Bhilbao",5,0.14553
"dismiss",5,0.14553
"disruption",5,0.14553
"disléicsia",5,0.14553
"disguise",5,0.14553
"distracted",5,0.14553
"disturbed",5,0.14553
"distraction",5,0.14553
"dissertation",5,0.14553
"Chobhaltaigh",5,0.14553
"divide",5,0.14553
"diúin",5,0.14553
"diúgaire",5,0.14553
"Padania",5,0.14553
"diúraiceach",5,0.14553
"diúra",5,0.14553
"Fhlátharta",5,0.14553
"Bhliúic",5,0.14553
"Bhleágh",5,0.14553
"dluth",5,0.14553
"Pairc",5,0.14553
"Fhoilsithe",5,0.14553
"dlúth-tháite",5,0.14553
"dlúthchomharaíocht",5,0.14553
"Pakenham",5,0.14553
"Pakeha",5,0.14553
"Pajo",5,0.14553
"Choim-isiún",5,0.14553
"do-earráideacht",5,0.14553
"do-chuaidh",5,0.14553
"dobharshaothr",5,0.14553
"Fhranc",5,0.14553
"doghníd",5,0.14553
"Pampers",5,0.14553
"Choimsiún",5,0.14553
"Bhlosse",5,0.14553
"Arlene",5,0.14553
"doiche",5,0.14553
"doiciméadaithe",5,0.14553
"Pana",5,0.14553
"doin",5,0.14553
"doirbh",5,0.14553
"doirling",5,0.14553
"doirchi",5,0.14553
"Pap",5,0.14553
"Paoraigh",5,0.14553
"Pamplona",5,0.14553
"Pape",5,0.14553
"Papaver",5,0.14553
"Par",5,0.14553
"domasaí",5,0.14553
"domasach",5,0.14553
"Parent",5,0.14553
"Paramount",5,0.14553
"Papá",5,0.14553
"Fiachaidh",5,0.14553
"Fiabheatha",5,0.14553
"domiciled",5,0.14553
"domheanma",5,0.14553
"donnabhánaigh",5,0.14553
"dor",5,0.14553
"doors",5,0.14553
"Parris",5,0.14553
"Fian",5,0.14553
"Choitir",5,0.14553
"dornasc",5,0.14553
"Bhon",5,0.14553
"Bholguidhir",5,0.14553
"Alfáias",5,0.14553
"Alfredo",5,0.14553
"Agca",5,0.14553
"dracula",5,0.14553
"Fide",5,0.14553
"draft",5,0.14553
"Fiddlesticks",5,0.14553
"dramatúla",5,0.14553
"drandán",5,0.14553
"dramhail",5,0.14553
"Pastime",5,0.14553
"Choláíste",5,0.14553
"dranntán",5,0.14553
"Patricios",5,0.14553
"dreapaire",5,0.14553
"Patrice",5,0.14553
"Cholumbáin",5,0.14553
"dressed",5,0.14553
"Patty",5,0.14553
"drisíneach",5,0.14553
"Pauses",5,0.14553
"Fight",5,0.14553
"droch-chrích",5,0.14553
"Paxton",5,0.14553
"Filbert",5,0.14553
"Chomhchuibhiú",5,0.14553
"Bhothar",5,0.14553
"Bhoscó",5,0.14553
"Bhosco",5,0.14553
"dronphriosmaí",5,0.14553
"dronlíne",5,0.14553
"dromannaí",5,0.14553
"Peck",5,0.14553
"Peatáin",5,0.14553
"druileannaí",5,0.14553
"druideog",5,0.14553
"Peeler",5,0.14553
"Bhraonain",5,0.14553
"Bhoulevard",5,0.14553
"dréacht-treoirlínte",5,0.14553
"dréacht-bhunreacht",5,0.14553
"dréachtóirí",5,0.14553
"dréachtpháipéar",5,0.14553
"Penan",5,0.14553
"Pelican",5,0.14553
"Bhreagh",5,0.14553
"dtabharfása",5,0.14553
"dtairngreachtaí",5,0.14553
"dtadhgann",5,0.14553
"dtabharfaimís",5,0.14553
"Pentire",5,0.14553
"Choncubhair",5,0.14553
"Chonchúraigh",5,0.14553
"Bhrasaoil",5,0.14553
"Arnhem",5,0.14553
"Arnaldo",5,0.14553
"dtel",5,0.14553
"dteilionn",5,0.14553
"dtiocfaidis",5,0.14553
"dtiocfadsa",5,0.14553
"Perplexed",5,0.14553
"Fintown",5,0.14553
"Finnstown",5,0.14553
"dtiomnachtaí",5,0.14553
"dtoipicí",5,0.14553
"Persons",5,0.14553
"dtraidisiúnaithe",5,0.14553
"dtri",5,0.14553
"dtroideanna",5,0.14553
"dtrathaibh",5,0.14553
"dtracha",5,0.14553
"Fiolar",5,0.14553
"Chonghóile",5,0.14553
"dtrúnc",5,0.14553
"dtríonna",5,0.14553
"dtráig",5,0.14553
"dtuathcheantar",5,0.14553
"Peto",5,0.14553
"dtuigse",5,0.14553
"dtugaidh",5,0.14553
"dtáirgíocht",5,0.14553
"Fionnaithe",5,0.14553
"Fionnachta",5,0.14553
"dtóig",5,0.14553
"Phaid",5,0.14553
"Phalos",5,0.14553
"Phairc",5,0.14553
"Fionncholl",5,0.14553
"Fionnbarr",5,0.14553
"Chonús",5,0.14553
"Choncubhar",5,0.14553
"duas",5,0.14553
"dubh-chinneamhaint",5,0.14553
"dubacilla",5,0.14553
"duanóg",5,0.14553
"Phaula",5,0.14553
"Fionntan",5,0.14553
"duileascar",5,0.14553
"Pherson",5,0.14553
"Phew",5,0.14553
"Pheppiatt",5,0.14553
"Pheiriadaigh",5,0.14553
"Choraint",5,0.14553
"durdáil",5,0.14553
"duo",5,0.14553
"dun",5,0.14553
"dumpanna",5,0.14553
"Philippa",5,0.14553
"Phicadilly",5,0.14553
"dá-theangachas",5,0.14553
"dá-",5,0.14553
"duánacha",5,0.14553
"Firefly",5,0.14553
"dáiliúna",5,0.14553
"dáltha",5,0.14553
"dáiríreach",5,0.14553
"Phléimeannaigh",5,0.14553
"Phony",5,0.14553
"Pholláin",5,0.14553
"Firth",5,0.14553
"Firecreek",5,0.14553
"Bhridewell",5,0.14553
"Arnolfini",5,0.14553
"Alien",5,0.14553
"dé-ocsainí",5,0.14553
"déagánach",5,0.14553
"dé-ocsaine",5,0.14553
"Phrien",5,0.14553
"déanfaimidne",5,0.14553
"Phrochlais",5,0.14553
"Fitness",5,0.14553
"Chosnaigh",5,0.14553
"déarfadsa",5,0.14553
"Phroust",5,0.14553
"Phronn",5,0.14553
"décor",5,0.14553
"Fitzgearld",5,0.14553
"déimeagrafaíochta",5,0.14553
"déiléail",5,0.14553
"Phuirt",5,0.14553
"déis",5,0.14553
"Chraoibh",5,0.14553
"Chraiceáilte",5,0.14553
"Chothaithe",5,0.14553
"Chosgaraigh",5,0.14553
"díb",5,0.14553
"díblíocht",5,0.14553
"Piaget",5,0.14553
"Phíonam",5,0.14553
"dígeann",5,0.14553
"dífríocht",5,0.14553
"dídeán",5,0.14553
"Picard",5,0.14553
"díláithreach",5,0.14553
"Picota",5,0.14553
"Flamenco",5,0.14553
"Chriostaíocht",5,0.14553
"Chrimé",5,0.14553
"Bhromberg",5,0.14553
"Pienaar",5,0.14553
"díoltach",5,0.14553
"díolfad",5,0.14553
"Pierrepoint",5,0.14553
"Flannabhra",5,0.14553
"díolún",5,0.14553
"díorthach",5,0.14553
"Piggott",5,0.14553
"dírialúchán",5,0.14553
"dírbhreathn",5,0.14553
"díosc",5,0.14553
"Flannúra",5,0.14553
"Christchurch",5,0.14553
"díscréideach",5,0.14553
"Pincher",5,0.14553
"díthocsainithe",5,0.14553
"dódó",5,0.14553
"dócúl",5,0.14553
"dóbartaíl",5,0.14553
"Pinta",5,0.14553
"Christianity",5,0.14553
"dóirseoir",5,0.14553
"Pisreoga",5,0.14553
"Flintstones",5,0.14553
"Christo",5,0.14553
"Bhrutus",5,0.14553
"Bhrugh",5,0.14553
"Bhrigid",5,0.14553
"dúgánach",5,0.14553
"dúdóg",5,0.14553
"Pistéise",5,0.14553
"dúlach",5,0.14553
"dúraís-se",5,0.14553
"Plassey",5,0.14553
"Florale",5,0.14553
"e",5,0.14553
"Plenty",5,0.14553
"eacnam-",5,0.14553
"Plunket",5,0.14553
"eadarnaíoch",5,0.14553
"Fochais",5,0.14553
"Flémalle",5,0.14553
"Flodden",5,0.14553
"eadrom",5,0.14553
"Pneumovax",5,0.14553
"Fodhlíthe",5,0.14553
"eagraitheoirí",5,0.14553
"eagru",5,0.14553
"eagraisi",5,0.14553
"Chrysostom",5,0.14553
"ealadha",5,0.14553
"ealadhna",5,0.14553
"ealaigh",5,0.14553
"ealadhain",5,0.14553
"Pointifiúil",5,0.14553
"Fokker",5,0.14553
"Foirisiún",5,0.14553
"eargáil",5,0.14553
"earball",5,0.14553
"Chré-umhaois",5,0.14553
"Bhuineánaigh",5,0.14553
"earned",5,0.14553
"earn",5,0.14553
"Pollux",5,0.14553
"Folktale",5,0.14553
"easbaidh",5,0.14553
"Polygram",5,0.14553
"Chróchaigh",5,0.14553
"eascon",5,0.14553
"Poole",5,0.14553
"Popes",5,0.14553
"Popish",5,0.14553
"Foo",5,0.14553
"Chu",5,0.14553
"Bhulaíocht",5,0.14553
"Arte",5,0.14553
"Artagnan",5,0.14553
"Arse",5,0.14553
"Agee",5,0.14553
"Agassi",5,0.14553
"A-D",5,0.14553
"ecclesia",5,0.14553
"eccentric",5,0.14553
"easógaí",5,0.14553
"edifón",5,0.14553
"ecurocrats",5,0.14553
"editions",5,0.14553
"Portora",5,0.14553
"Porche",5,0.14553
"eiceolaíoch",5,0.14553
"Potsdam",5,0.14553
"Potatoes",5,0.14553
"Postman",5,0.14553
"eifeachtaí",5,0.14553
"eidh",5,0.14553
"eigint",5,0.14553
"eighteen",5,0.14553
"Pottery",5,0.14553
"Fordham",5,0.14553
"Chuartaíos",5,0.14553
"eiliminteach",5,0.14553
"Powerscreen",5,0.14553
"eimhín",5,0.14553
"eimfiséime",5,0.14553
"einm",5,0.14553
"eipeasóidí",5,0.14553
"eineach",5,0.14553
"Preachers",5,0.14553
"Forgaill",5,0.14553
"Prefect",5,0.14553
"Preasráiteas",5,0.14553
"Presenting",5,0.14553
"Premio",5,0.14553
"Chuimein",5,0.14553
"Chubb",5,0.14553
"Chuailnge",5,0.14553
"eispriseanaíoch",5,0.14553
"eisitheora",5,0.14553
"eist",5,0.14553
"Primo",5,0.14553
"ele",5,0.14553
"elemental",5,0.14553
"Priomhoide",5,0.14553
"Printing",5,0.14553
"Fotha",5,0.14553
"emptiness",5,0.14553
"emigrants",5,0.14553
"enclosed",5,0.14553
"enfants",5,0.14553
"enacted",5,0.14553
"Probably",5,0.14553
"enrich",5,0.14553
"enormous",5,0.14553
"entertaining",5,0.14553
"english",5,0.14553
"envisaged",5,0.14553
"eoghán",5,0.14553
"Proinseas",5,0.14553
"Producers",5,0.14553
"Fourons",5,0.14553
"Fostaiochta",5,0.14553
"Bhulmer",5,0.14553
"eoidh",5,0.14553
"eolaíochtúil",5,0.14553
"Prometric",5,0.14553
"Proms",5,0.14553
"Framsó",5,0.14553
"esb",5,0.14553
"erected",5,0.14553
"Prost",5,0.14553
"ethnic",5,0.14553
"eun",5,0.14553
"Provisions",5,0.14553
"Proud",5,0.14553
"Prospero",5,0.14553
"Fraisce",5,0.14553
"evils",5,0.14553
"fabhbanna",5,0.14553
"fabharacha",5,0.14553
"eóluis",5,0.14553
"evident",5,0.14553
"fachtas",5,0.14553
"Príobháideacht",5,0.14553
"factha",5,0.14553
"Ptolemy",5,0.14553
"Puck",5,0.14553
"fadhbh",5,0.14553
"Pueblo",5,0.14553
"Pucho",5,0.14553
"Chártha",5,0.14553
"Cháilithe",5,0.14553
"Bhéarfad",5,0.14553
"faidbhe",5,0.14553
"faicseanna",5,0.14553
"Pumpkins",5,0.14553
"faighneachd",5,0.14553
"fainnín",5,0.14553
"fainnéirí",5,0.14553
"failti",5,0.14553
"Pupils",5,0.14553
"Pulaski",5,0.14553
"Purchase",5,0.14553
"fairi",5,0.14553
"Push",5,0.14553
"Freagar",5,0.14553
"faisiúin",5,0.14553
"Puts",5,0.14553
"Chéipil",5,0.14553
"Chéidh",5,0.14553
"falacailí",5,0.14553
"Pylons",5,0.14553
"falscaí",5,0.14553
"falrach",5,0.14553
"falls",5,0.14553
"Freeport",5,0.14553
"fanaí",5,0.14553
"fanaiceacht",5,0.14553
"fansabhaile",5,0.14553
"Páirti",5,0.14553
"faoistín",5,0.14553
"Chíobair",5,0.14553
"Chífead",5,0.14553
"Bi",5,0.14553
"Bhéaraigh",5,0.14553
"Arti",5,0.14553
"Píopalaigh",5,0.14553
"fargáiníní",5,0.14553
"fas",5,0.14553
"farsaingeach",5,0.14553
"Póilíneacht",5,0.14553
"Friedman",5,0.14553
"fatal",5,0.14553
"fasces",5,0.14553
"fathachaibh",5,0.14553
"Qasr",5,0.14553
"Qae",5,0.14553
"Q-Cheiltigh",5,0.14553
"favourite",5,0.14553
"feabhsaitheoirí",5,0.14553
"Quangos",5,0.14553
"Qualtron",5,0.14553
"Frisco",5,0.14553
"Fris",5,0.14553
"Chóic",5,0.14553
"feachtasóir",5,0.14553
"Quays",5,0.14553
"feadánacha",5,0.14553
"feaics",5,0.14553
"feadaraís",5,0.14553
"Quarterly",5,0.14553
"feallmharfóirí",5,0.14553
"Quiggin",5,0.14553
"Quevedo",5,0.14553
"Quesnel",5,0.14553
"Fromsó",5,0.14553
"Chíodh",5,0.14553
"Quiroga",5,0.14553
"Quirk",5,0.14553
"fees",5,0.14553
"Quizmháistrí",5,0.14553
"Quizmháistir",5,0.14553
"Fruithill",5,0.14553
"Froude",5,0.14553
"feidearálacht",5,0.14553
"feiceáíl",5,0.14553
"feiceála",5,0.14553
"feileon",5,0.14553
"feighle",5,0.14553
"RG",5,0.14553
"Fuaid",5,0.14553
"Chúnnla",5,0.14553
"feileonacht",5,0.14553
"Rac",5,0.14553
"Fualáin",5,0.14553
"Radanta",5,0.14553
"Rachair",5,0.14553
"Fuaidh",5,0.14553
"Radley",5,0.14553
"fella",5,0.14553
"feminine",5,0.14553
"femina",5,0.14553
"feitis",5,0.14553
"Rafiq",5,0.14553
"Fuigeanna",5,0.14553
"Ciao",5,0.14553
"Biennale",5,0.14553
"Asbury",5,0.14553
"fess",5,0.14553
"feothanáin",5,0.14553
"Raggy",5,0.14553
"feín",5,0.14553
"fhachtóirí",5,0.14553
"fhacathas",5,0.14553
"Functions",5,0.14553
"Ciarabháin",5,0.14553
"fhaighdís",5,0.14553
"fhailc",5,0.14553
"fhaigh",5,0.14553
"fhaghail",5,0.14553
"fharsaing",5,0.14553
"Railí",5,0.14553
"Biju",5,0.14553
"fheacaís",5,0.14553
"fheacathas",5,0.14553
"Raisíd",5,0.14553
"fheadalaigh",5,0.14553
"Rainy",5,0.14553
"fheagra",5,0.14553
"fheathail",5,0.14553
"fhearmaí",5,0.14553
"Fyodor",5,0.14553
"Fyne",5,0.14553
"fheicsint",5,0.14553
"fheicimidne",5,0.14553
"fheicfir",5,0.14553
"fheidhmiúlacht",5,0.14553
"fheidhre",5,0.14553
"fheidhmiú--",5,0.14553
"Fáile",5,0.14553
"fheirm-shábháilte",5,0.14553
"Fáirche",5,0.14553
"Ciath",5,0.14553
"Bil",5,0.14553
"Ashcroft",5,0.14553
"fhiadhúlra",5,0.14553
"fhiaclaibh",5,0.14553
"fhideoig",5,0.14553
"fhideal",5,0.14553
"fhiniúin",5,0.14553
"Ranieri",5,0.14553
"fhionnaigh",5,0.14553
"fhionnuarmheasartha",5,0.14553
"Ranks",5,0.14553
"Rangoon",5,0.14553
"Random",5,0.14553
"fhoinsi",5,0.14553
"fhoirceadail",5,0.14553
"fhoir",5,0.14553
"fhoillsi",5,0.14553
"fhoglaimeoirí",5,0.14553
"Raphoe",5,0.14553
"Cilí",5,0.14553
"Cillí",5,0.14553
"Cicuta",5,0.14553
"fhorbhairt",5,0.14553
"fhor",5,0.14553
"fhor-",5,0.14553
"fhonnadóireacht",5,0.14553
"fhorsa",5,0.14553
"fhranc",5,0.14553
"fhrainciseoirí",5,0.14553
"Rathailligh",5,0.14553
"Raposo",5,0.14553
"fhréimh",5,0.14553
"fhriotóirí",5,0.14553
"fhuilaistriúcháin",5,0.14553
"Raymo",5,0.14553
"fhur",5,0.14553
"fhuirse",5,0.14553
"Féinícigh",5,0.14553
